id,pakke,k_kode,land,verdikjedeledd,pastand,type,tall,enhet,aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,status,relevans,kommentar
G1-NF-011,G1,K2,Norden+Baltikum,tverrgaaende,"Overordnet mål inkluderer å styrke matsystemers kapasitet til å forutse, respondere og transformere ved forstyrrelser.",policy_mål,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,Aim and thematic framework,"Strengthening the capacity of food systems to anticipate, respond to, and transform in the face of disruptions",primær,lest_i_kilde,søknad,Systemkapasitet ikke nødvendigvis opplæring
G1-NF-012,G1,K2,Norden+Baltikum,tverrgaaende,Bakgrunnsteksten sier at resultater kan veilede strategier for å styrke domestisk kapasitet og grensekryssende koordinering.,policy_mål,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,Background,"strengthen domestic capacity, and improve cross-border coordination",primær,lest_i_kilde,bakgrunn,
G1-NF-013,G1,K3,Norden+Baltikum,tverrgaaende,PhD- og postdoc-stillinger kan finansieres; egen utdanningsaktivitet som krav er ikke formulert i fulltekst.,fakta,,,2026,https://funding.nordforsk.org/#call/4685/main,NordForsk,2026-06-23,Financial framework,PhD and post-doctoral positions corresponding to the person’s activity level in the project,primær,lest_i_kilde,søknad,Education som eget programkrav: ikke funnet
G1-NF-014,G1,K3,Norden+Baltikum,tverrgaaende,Kunnskapsutveksling er tillatt budsjettpost (dissemination outreach knowledge exchange).,fakta,,,2026,https://funding.nordforsk.org/#call/4685/main,NordForsk,2026-06-23,Financial framework,"Dissemination, outreach, and knowledge exchange activities (including open access charges)",primær,lest_i_kilde,søknad,
G1-NF-015,G1,K3,Norden+Baltikum,tverrgaaende,Vurderingskriterium Communication and dissemination inkluderer knowledge exchange mot relevante stakeholders.,fakta,,,2026,https://funding.nordforsk.org/#call/4685/main,NordForsk,2026-06-23,Assessment criteria,"communication, dissemination and knowledge exchange including the extent to which such activities align with project objectives",primær,lest_i_kilde,søknad,
G1-NF-016,G1,K2,Norden+Baltikum,tverrgaaende,Prosjekter forventes å inkludere stakeholders og end users i samutvikling og medledelse.,policy_mål,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,Stakeholder involvement,Projects are expected to include appropriate stakeholders and end users in the co-development and co-leadership of the project.,primær,lest_i_kilde,søknad,
G1-NF-017,G1,K3,Norden+Baltikum,tverrgaaende,Utlysningen er ikke rettet mot implementering eller piloting; prosjekteier må være research performing organisation.,fakta,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ Funding,The call is not aimed at implementation or piloting.,primær,lest_i_kilde,søknad,Kritisk begrensning for kompetansepilot
G1-NF-018,G1,K3,Norden+Baltikum,tverrgaaende,Ingen direkte forventning til TRL-nivå eller kortsiktige resultater.,fakta,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ Aim of the call,"No, there is no direct expectation to a TRL level or short-term outcomes.",primær,lest_i_kilde,søknad,
G1-NF-019,G1,K3,NO;SE;FI;IS;FO;EE;LT,tverrgaaende,Prosjekteier må være etablert forskningsutførende organisasjon i NO SE FI FO IS EE eller LT.,fakta,,,2026,https://funding.nordforsk.org/#call/4685/main,NordForsk,2026-06-23,Eligibility,"based in one of the countries co-funding the call: Norway, Sweden, Finland, Faroe Islands, Iceland, Estonia or Lithuania.",primær,lest_i_kilde,søknad,DK ikke blant co-funding for eier
G1-NF-020,G1,K3,DK,tverrgaaende,Danmark kan være partner men ikke prosjekteier.,fakta,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ Eligibility,"the project owner cannot be from Denmark, but from Norway, Sweden, Finland, Faroe Islands, Iceland, Estonia or Lithuania.",primær,lest_i_kilde,søknad,Avgjørende for konsortiedesign
G1-NF-021,G1,K3,DK,tverrgaaende,ETAG skriver at prosjekteier kan være i Danmark; dette strider mot NordForsk FAQ og fulltekst.,vurdering,,,2026,https://etag.ee/en/news/avanes-nordforski-taotlusvoor-toidujulgeoleku-teemal-nordic-and-baltic-solutions-on-food-security/,Estonian Research Council (ETAG),2026-06-29,Project owner paragraph,"The project owner (coordinator) must be based in one of the co-funding countries (Denmark, Finland, Iceland, Norway, Sweden, Estonia, or Lithuania).",sekundær,lest_i_kilde,søknad,Motstrid: følg NordForsk primærkilde
G1-NF-022,G1,K3,EE;LT,tverrgaaende,Ved EE/LT som prosjekteier må nordisk co-host utpekes; DK kan være co-host.,fakta,,,2026,https://funding.nordforsk.org/#call/4685/main,NordForsk,2026-06-23,Eligibility,"appoint a Nordic co-host organisation among the list of eligible partners, Denmark, Finland, Iceland, Norway, Sweden",primær,lest_i_kilde,søknad,
G1-NF-023,G1,K3,Norden+Baltikum,tverrgaaende,Konsortium krever partnere i minst tre nordiske land eller to nordiske pluss EE/LT.,fakta,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ Consortia,"partners in at least three Nordic countries or in at least two Nordic countries, and one partner in Lithuania and/or Estonia.",primær,lest_i_kilde,søknad,DK teller som nordisk land
G1-NF-024,G1,K3,Norden+Baltikum,tverrgaaende,Konsortium må inkludere minst to research performing organisations.,fakta,2,organisasjoner,2026,https://funding.nordforsk.org/#call/4685/main,NordForsk,2026-06-23,Eligibility,at least two research performing organisations.,primær,lest_i_kilde,søknad,
G1-NF-025,G1,K2,Norden+Baltikum,tverrgaaende,Konsortium må inkludere minst én non-academic partner.,fakta,1,partner,2026,https://funding.nordforsk.org/#call/4685/main,NordForsk,2026-06-23,Eligibility,at least one non-academic partner.,primær,lest_i_kilde,søknad,
G1-NF-026,G1,K3,Norden+Baltikum,tverrgaaende,Prosjektleder må ha PhD og være ansatt hos prosjekteier; kan lede kun én søknad.,fakta,,,2026,https://funding.nordforsk.org/#call/4685/main,NordForsk,2026-06-23,Eligibility,The project leader (principal investigator) must have a PhD and be employed by the host organisation,primær,lest_i_kilde,søknad,
G1-NF-027,G1,K3,Norden+Baltikum,tverrgaaende,Letter of Commitment kreves kun fra project owner.,fakta,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ Eligibility,Letter of Commitment from project owner. No other LoC is requested.,primær,lest_i_kilde,søknad,
G1-NF-028,G1,K3,Norden+Baltikum,tverrgaaende,Deltakerkostnader kan finansieres 100 prosent; egeninnsats er valgfritt.,fakta,100,prosent,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ Funding,Costs for participants can be funded 100%. There is no requirement for in-kind contributions,primær,lest_i_kilde,søknad,
G1-NF-029,G1,K3,DK,tverrgaaende,Ingen begrensning mot å finansiere postdoc basert i Danmark.,fakta,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ Funding,There is no limitation on who (positions) contribute and are funded to reach the aim of the project.,primær,lest_i_kilde,søknad,
G1-NF-030,G1,K2,Norden+Baltikum,tverrgaaende,Tema 1 dekker verktøy modeller og rammeverk for risikovurdering scenarioplanlegging og krisehåndtering.,fakta,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,Theme 1,"tools, models and frameworks for risk assessment, scenario planning, crisis management and coordinated emergency response",primær,lest_i_kilde,søknad,Anbefalt tema for kompetanse
G1-NF-031,G1,K3,Norden+Baltikum,tverrgaaende,Ingen fordel ved å adressere mer enn ett tema.,fakta,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ Evaluation,There is no advantage in two or more themes.,primær,lest_i_kilde,søknad,
G1-NF-032,G1,K3,Norden+Baltikum,tverrgaaende,Vurdering skjer på skala 1–7; forslag med 4 eller lavere vurderes normalt ikke for finansiering.,fakta,4,skala-terskel,2026,https://funding.nordforsk.org/#call/4685/main,NordForsk,2026-06-23,Assessment criteria,proposals rated 4 or below by the expert panel will not be considered for funding,primær,lest_i_kilde,søknad,
G1-NF-033,G1,K3,Norden+Baltikum,tverrgaaende,Seks vurderingskriterier: call aims scientific quality Nordic/Baltic added value team feasibility communication.,fakta,6,kriterier,2026,https://funding.nordforsk.org/#call/4685/main,NordForsk,2026-06-23,Assessment criteria,Contribution to call aims … Scientific quality … Nordic and Baltic added value,primær,lest_i_kilde,søknad,
G1-NF-034,G1,K3,FI,tverrgaaende,Finske yrkesfaglige høyskoler (UAS) regnes som research performing organisations.,fakta,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,FAQ Eligibility,Are universities of applied sciences … considered established research performing organisations? Yes.,primær,lest_i_kilde,aktørkart,
G1-NF-035,G1,K1,Norden+Baltikum,tverrgaaende,G1-vurdering: kompetansevinkel passer best under tema 1 (beredskap/kriserespons) fremfor tema 2 eller 3.,vurdering,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk,2026-06-23,Theme 1 vs 2/3,strengthen Nordic and Baltic preparedness for food system shocks,primær,lest_i_kilde,søknad,Executor-vurdering basert på primærkilde
G1-HE-001,G1,K1,EU,primærproduksjon,HORIZON-CL6-2027-03-GOVERNANCE-01 krever capacity building training and education on risk literacy for bønder og agri-food-aktører; frist 11.05.2027.,policy_mål,6,EUR mill. per prosjekt,2027,https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/horizon/wp-call/2026-2027/wp-9-food-bioeconomy-natural-resources-agriculture-and-environment_horizon-2026-2027_en.pdf,European Commission (Horizon Europe WP),2025-12-10,GOVERNANCE-01 Scope bullet,"support inclusive and accessible capacity building, training, and education on risk and crisis management … (“risk literacy”)",primær,lest_i_kilde,søknad,WP datert i PDF; åpning 04.02.2027
G1-HE-002,G1,K2,EU,distribusjon og handel,HORIZON-CL6-2027-02-CLIMATE-02 handler om resiliens i agri-food supply chains mot kriser og systemrisiko; frist 23.09.2027.,policy_mål,6,EUR mill. per prosjekt,2027,https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/horizon/wp-call/2026-2027/wp-9-food-bioeconomy-natural-resources-agriculture-and-environment_horizon-2026-2027_en.pdf,European Commission (Horizon Europe WP),2025-12-10,Call 02 2027 overview / CLIMATE-02,Strengthening evidence-based policies for the resilience of European agriculture and forestry and related supply chains against crises,primær,lest_i_kilde,søknad,Area A agri-food
G1-HE-003,G1,K3,EU,tverrgaaende,Call 02 single stage 2027 åpner 20.04.2027 med frist 23.09.2027; Call 03 åpner 04.02.2027 med frist 11.05.2027.,fakta,,,2027,https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/horizon/wp-call/2026-2027/wp-9-food-bioeconomy-natural-resources-agriculture-and-environment_horizon-2026-2027_en.pdf,European Commission (Horizon Europe WP),2025-12-10,Call 02/03 2027 overview tables,Opening: 20 Apr 2027 Deadline(s): 23 Sep 2027,primær,lest_i_kilde,søknad,Alle frister 17:00 Brussel
G1-HE-004,G1,K1,EU,primærproduksjon,GOVERNANCE-01 forventet utfall: forbedret kapasitet hos bønder og agri-food-operatører til å forebygge forberede håndtere risiko og kriser.,policy_mål,,,2027,https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/horizon/wp-call/2026-2027/wp-9-food-bioeconomy-natural-resources-agriculture-and-environment_horizon-2026-2027_en.pdf,European Commission (Horizon Europe WP),2025-12-10,GOVERNANCE-01 Expected Outcome,"the capacity of farmers and other agri-food supply chain operators to prevent, prepare for, cope with and manage diverse risks and crises",primær,lest_i_kilde,søknad,Multi-actor approach påkrevd
G1-EIT-001,G1,K3,EU,foredling,EIT Food PoC Co-Financing har cut-off 30.11.2026 for startup–corporate PoC under EUR 60k.,fakta,60,EUR tusen maks prosjektkost,2026,https://www.eitfood.eu/open-calls/proof-of-concept-co-financing-instrument-2,EIT Food,2026,Deadline / cut-off section,Cutoff date 3: 30/11/2026 12:00 CET,primær,lest_i_kilde,søknad,Lav fit beredskap×kompetanse
G1-EIT-002,G1,K1,FI,primærproduksjon,EIT Food Finland Resilient Agriculture Landscape har frist 08.10.2026.,fakta,,,2026,https://www.eitfood.eu/open-calls-overview,EIT Food,2026,Open calls list,"Finland Resilient Agriculture Landscape Deadline: October 08, 2026",primær,lest_i_kilde,søknad,Regenerativt fokusis; lav/middels fit
G1-EIT-003,G1,K3,EU,tverrgaaende,EIT Food Accelerator Network implementing participants 2027–28 har frist 26.10.2026.,fakta,,,2026,https://www.eitfood.eu/open-calls-overview,EIT Food,2026,Open calls list,"Request for EIT Food Accelerator Network Programme Implementing Participants 2027-2028 Deadline: October 26, 2026",primær,lest_i_kilde,bakgrunn,Lav fit
G1-EIT-004,G1,K3,EU,primærproduksjon,EIT Food Future Fit Dairy Landscape Call har frist 28.10.2026.,fakta,,,2026,https://www.eitfood.eu/open-calls-overview,EIT Food,2026,Open calls list,"Future Fit Dairy Initiative Landscape Call Deadline: October 28, 2026",primær,lest_i_kilde,bakgrunn,
G1-EIT-005,G1,K3,EU,tverrgaaende,EIT Food Seedbed Venture Catalyst Call for Startups har frist 27.01.2027.,fakta,,,2027,https://www.eitfood.eu/open-calls-overview,EIT Food,2026,Open calls list,"Seedbed Venture Catalyst Call for Startups Deadline: January 27, 2027",primær,lest_i_kilde,bakgrunn,Kun Seedbed-team
G1-NI-001,G1,K3,Norden,tverrgaaende,Nordic Innovation Green and Competitive-utlysningen stengte 11.02.2026; resiliensprogram fantes men er utenfor fristfilter.,fakta,6,MNOK maks per prosjekt,2026,https://www.nordicinnovation.org/programs/call-project-proposals-green-and-competitive-nordic-region,Nordic Innovation,2025,Deadline box,"Apply online before 11. February 2026, 13.00 CET",primær,lest_i_kilde,bakgrunn,Call for proposals closed; neste runde ikke funnet
G1-NMR-001,G1,K2,Norden,tverrgaaende,Ingen separat åpen Nordisk ministerråds-utlysning om matberedskap med frist etter 1.10.2026 funnet i avgrenset søk.,vurdering,,,2026,https://www.nordforsk.org/calls/call-proposals-nordic-and-baltic-solutions-food-security,NordForsk / søkelogg,2026-09-14,Søkelogg G1,ikke funnet i avgrenset søk,sekundær,ikke_verifisert,bakgrunn,Søkt norden.org/NMR funding mat beredskap 2026 2027
G1-NP-001,G1,K3,Norden+Baltikum,tverrgaaende,Nordplus 2027 åpner 2.11.2026 med frist 1.02.2027; fokus kunnskap og ferdigheter.,fakta,,,2027,https://www.uhr.se/internationella-mojligheter/samarbete-och-utbyte/kom-igang/finansiarer-och-program/nordplus/,Universitets- och högskolerådet (UHR),2026,Nordplus ingress,Ansökningsomgången för 2027 öppnar den 2 november 2026 med sista ansökningsdag den 1 februari 2027.,primær,lest_i_kilde,søknad,Middels fit: kompetanse sterk matberedskap svak
G1-NP-002,G1,K3,Norden+Baltikum,tverrgaaende,Nordplus har årlig søknadsperiode november–januar med tidligste frist 1. februar 23:59 CET.,fakta,,,2026,https://nordplusonline.org/apply-for-funding/apply/,Nordplus,2026,Apply page,The earliest application deadline is February 1 - before midnight – 23:59 CET.,primær,lest_i_kilde,søknad,
G1-IA-001,G1,K3,NO;SE;FI,tverrgaaende,Interreg Aurora Call 7 SSP og Call 9 REG er åpne 7.09–7.10.2026 16:00 CET; P1 research stengt.,fakta,,,2026,https://www.interregaurora.eu/projects/calls-for-applications/,Interreg Aurora,2026-09-07,Calls for applications,Applications shall be submitted no later than CET 16.00 (EET 17.00) on Wednesday the 7th of October.,primær,lest_i_kilde,søknad,SO 3.1 education (Sápmi) og 4.1 capacity building åpne
G1-IA-002,G1,K3,NO;SE;FI,tverrgaaende,"Aurora høst 2026: tilgjengelig EU-midler P2 ~4,4 MEUR P3 ~3 MEUR P4 ~1,3 MEUR; P1 = 0.",tall,4.4,MEUR,2026,https://www.interregaurora.eu/projects/calls-for-applications/,Interreg Aurora,2026-06,Available EU-funding,"Priority 2. Green and sustainable transition: approx 4,4 MEUR",primær,lest_i_kilde,søknad,Tall oppdatert juni 2026
G1-INS-001,G1,K2,Nordsjøregionen,tverrgaaende,Interreg North Sea Call 6 åpner 1.12.2026 med frist 15.03.2027; kapitalisering av VIB-outputs med resiliens-tema.,fakta,1,EUR mill. maks per prosjekt,2027,https://www.interregnorthsea.eu/apply-in-call-6,Interreg North Sea,2026,Call 6 timeline / scope,Application submission deadline: 15 March 2027 12:00 (noon) CET,primær,lest_i_kilde,søknad,Krever eksisterende VIB-output
G1-INS-002,G1,K2,Nordsjøregionen,tverrgaaende,Call 6 partnerskap: 3–9 partnere fra minst tre land; minst to fra VIB-prosjekt.,fakta,3,minimum partnere,2026,https://www.interregnorthsea.eu/apply-in-call-6,Interreg North Sea,2026,Q&A partnership,Partnerships must consist of between 3 and 9 partners from a minimum of 3 different countries,primær,lest_i_kilde,søknad,
G1-OKS-001,G1,K2,DK;SE;NO,tverrgaaende,Interreg ØKS 2026:2 tok imot hovedprosjekter 10.08–11.09.2026 og oppfordret til forsvars-/beredskapsfokus; frist før 1.10.,fakta,,,2026,https://interreg-oks.eu/da/larkannaoss/kalender/evenemang/ansokningsomgang20262.3889.html,Interreg Öresund-Kattegat-Skagerrak,2026,Ansøgningsrunde 2026:2,Fra den 10. august til den 11. september 2026 tager Interreg … imod ansøgninger,primær,lest_i_kilde,bakgrunn,Neste runde etter okt. ikke funnet
G1-IBSR-001,G1,K3,Østersjøregionen,tverrgaaende,Interreg Baltic Sea Region planlegger ikke nye utlysninger i nær fremtid (oppdatert 08.04.2026).,fakta,,,2026,https://interreg-baltic.eu/wp-content/uploads/2026/04/2026.04.08_Overview-of-calls-for-applications.pdf,Interreg Baltic Sea Region,2026-04-08,Overview note,IBSR Programme is not planning to open new calls for project applications in the near future.,primær,lest_i_kilde,bakgrunn,
G1-RCN-001,G1,K2,NO,tverrgaaende,Forskningsrådets planlagte 2026-mat/landbruk-utlysninger (inkl. samfunnssikkerhet/beredskap) hadde planlagt frist vår 2026; åpen frist etter 1.10.2026 ikke funnet.,vurdering,,,2026,https://www.forskningsradet.no/nyheter/2026/utlysninger-landbasert-mat-landbruk-skog/,Norges forskningsråd,2026-02-23,Vidareføring … samfunnstryggleik og beredskap,Planlagd søknadsfrist er 20. mai.,primær,lest_i_kilde,bakgrunn,ikke funnet åpen frist etter 1.10.2026
G1-EU-001,G1,K3,EU,tverrgaaende,Erasmus+ Programme Guide 2026 er publisert; offisiell 2027-utlysning med bekreftet frist etter 1.10.2026 er ikke funnet per 2026-09-14.,vurdering,,,2026,https://erasmus-plus.ec.europa.eu/document/erasmus-programme-guide-2026,European Commission / EACEA,2025-11-12,Document date,Document date: 12.11.2025,primær,lest_i_kilde,bakgrunn,Forvent årlig ny guide ca. nov 2026
G2-NO-001,G2,K2,NO,distribusjon og handel,Rådet for matvareberedskap er NFDs rådgivende organ og kriseorganisasjon for matvaresektoren.,fakta,,,2003,https://www.regjeringen.no/no/dep/nfd/org/etater-og-virksomheter-under-narings--og-fiskeridepartementet/styrer-rad-og-utvalg/permanente-styrer-rad-og-utvalg/radet-for-matvareberedskap/id2577746/,Nærings- og fiskeridepartementet,oppdatert 2025,Hovedpunkt i mandatet,Rådet for matvareberedskap er et rådgivende organ for NFD ved beredskapsplanlegging og ved kriser.,primær,lest_i_kilde,aktørkart,Opprettet 2003
G2-NO-002,G2,K2,NO,hele kjeden,NOU 2023:17 anbefaler å utrede kompetansebehov i samfunnssikkerhet i et 20-års perspektiv.,policy_mål,,,2023,https://www.regjeringen.no/no/dokumenter/nou-2023-17/id2982767/?ch=2,Totalberedskapskommisjonen / JD,2023-06-05,§2.2.1 Beredskapskompetanse,Kommisjonen anbefaler å utrede hvilke behov samfunnet har for kompetanse innenfor samfunnssikkerhet og beredskap i et 20-års perspektiv.,primær,lest_i_kilde,hvitbok_kap10,Anbefaling
G2-NO-003,G2,K2,NO,hele kjeden,NOU anbefaler regionale kurs om totalforsvar for lokale/regionale beredskapsressurser.,policy_mål,,,2023,https://www.regjeringen.no/no/dokumenter/nou-2023-17/id2982767/?ch=2,Totalberedskapskommisjonen,2023-06-05,§2.2.1,"regionale kurs om totalforsvar, samfunnssikkerhet og beredskap må tilbys for sentrale beredskapsressurser på lokalt og regionalt nivå",primær,lest_i_kilde,søknad,
G2-NO-004,G2,K2,NO,hele kjeden,"NOU anbefaler nasjonalt beredskapskurs for ledere i frivillighet, næringsliv og myndigheter.",policy_mål,,,2023,https://www.regjeringen.no/no/dokumenter/nou-2023-17/id2982767/?ch=2,Totalberedskapskommisjonen,2023-06-05,§2.2.1,"det utvikles et nasjonalt kurs om totalforsvar, samfunnssikkerhet og beredskap for ledere i frivillige organisasjoner, næringslivet og myndigheter",primær,lest_i_kilde,søknad,
G2-NO-005,G2,K2,NO,hele kjeden,NOU mener næringslivet må tettere inn i nasjonal beredskapsstruktur som likeverdig partner.,policy_mål,,,2023,https://www.regjeringen.no/no/dokumenter/nou-2023-17/id2982767/?ch=2,Totalberedskapskommisjonen,2023-06-05,§2.2.4,helt nødvendig å integrere næringslivet i nasjonal beredskap på en grunnleggende annerledes måte enn i dag,primær,lest_i_kilde,hvitbok_kap10,
G2-NO-006,G2,K2,NO,import og innsatsvarer,Meld. St. 9 gir NFD koordineringsansvar for forsyningssikkerhet på tvers av sektorer.,vedtak,,,2025,https://www.regjeringen.no/no/dokumenter/meld.-st.-9-20242025/id3082364/?ch=4,Regjeringen / JD,2025-01,§11.1,Regjeringen har besluttet å gi Nærings- og fiskeridepartementet ansvar for å koordinere arbeidet med forsyningssikkerhet,primær,lest_i_kilde,aktørkart,Innen næringsberedskapsloven
G2-NO-007,G2,K2,NO,primærproduksjon,Meld. St. 9 vil gjennomføre ROS-/beredskapsanalyse av norsk matforsyning.,policy_mål,,,2025,https://www.regjeringen.no/no/dokumenter/meld.-st.-9-20242025/id3082364/?ch=4,Regjeringen,2025-01,§11 Regjeringen vil,"gjennomføre en risiko-, sårbarhets- og beredskapsanalyse av norsk matforsyning",primær,lest_i_kilde,hvitbok_kap7,
G2-NO-008,G2,K2,NO,foredling,"Meld. St. 9 beskriver matkjeder som avhengige av kompetanse, teknologi, organisasjon og logistikk.",fakta,,,2025,https://www.regjeringen.no/no/dokumenter/meld.-st.-9-20242025/id3082364/?ch=4,Regjeringen,2025-01,Boks 11.1,"Matkjedene er komplekse systemer med en lang rekke helt nødvendige funksjoner i form av kompetanse, teknologi, organisasjon, logistikk",primær,lest_i_kilde,hvitbok_kap10,
G2-NO-009,G2,K2,NO,"forbruk, storhusholdning og kjøkken",Kommunal beredskapsplan skal øves minst hvert annet år (forskrift/veileder).,implementert,2,år,2011+,https://www.dsb.no/siteassets/rapporter-og-publikasjoner/veileder/veileder_til_forskrift_om_kommunal_beredskapsplikt.pdf,DSB,veileder (gjeldende),§7 s.31,Kommunens beredskapsplan skal øves hvert annet år.,primær,lest_i_kilde,indikator,Sivilbeskyttelsesloven §15
G2-NO-010,G2,K2,NO,hele kjeden,Kommunen skal ha system for opplæring av alle med rolle i krisehåndtering.,implementert,,,,https://www.dsb.no/siteassets/rapporter-og-publikasjoner/veileder/veileder_til_forskrift_om_kommunal_beredskapsplikt.pdf,DSB,veileder,§7 s.31,Kommunen skal ha et system for opplæring som sikrer at alle som er tiltenkt en rolle i kommunens krisehåndtering har tilstrekkelige kvalifikasjoner.,primær,lest_i_kilde,indikator,
G2-NO-011,G2,K2,NO,hele kjeden,Meld. St. 9: lovverket skal legge til rette for sivil arbeidskraftberedskap i krise/krig.,policy_mål,,,2025,https://www.regjeringen.no/no/dokumenter/meld.-st.-9-20242025/id3082364/?ch=4,Regjeringen,2025-01,§10.5.2,at lovverket skal legge til rette for sivil arbeidskraftberedskap i sikkerhetspolitisk krise og krig,primær,lest_i_kilde,søknad,Prop. 11 L omtalt
