priority,status,country,theme,doc_type,institution,title,year,url,url_type,current_local_status,target_path,next_action,source_basis
P1,downloaded,SE,sirkular-konkurser,annual_report,Bolagsverket,Hooked Foods AB siste aarsredovisning 2024,2024,https://www.allabolag.se/,registry_api,local_md_available,research/evidence-pack/sirkular-konkurser/hooked-foods/aarsredovisning-2024.pdf,download_via_allabolag,sector_recent
P2,downloaded,INT,sirkular-konkurser,media,Protein Production Technology,Hooked Foods files bankruptcy after 7-year plant-based seafood push,2026,https://proteinproductiontechnology.com/post/hooked-foods-files-for-bankruptcy-after-seven-year-push-to-crack-plant-based-seafood,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/hooked-foods/media-ppti.pdf,snapshot_full_article,sector_recent
P2,downloaded,INT,sirkular-konkurser,media,vegconomist,Hooked Foods closes after 7 years,2026,https://vegconomist.com/company-news/swedens-hooked-foods-closes-down-after-seven-years/,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/hooked-foods/media-vegconomist.pdf,snapshot_full_article,sector_recent
P2,downloaded,INT,sirkular-konkurser,media,IntraFish,Hooked Foods files for bankruptcy after seven years,2026,https://www.intrafish.com/finance/hooked-foods-files-for-bankruptcy-after-seven-years/2-1-1929069,paywalled,local_md_available,research/evidence-pack/sirkular-konkurser/hooked-foods/media-intrafish.pdf,paywall_attempt_or_abstract_snapshot,sector_recent
P1,downloaded,SE,sirkular-konkurser,konkursbehandling,Bolagsverket,DUG Foodtech AB (tidl. Veg of Lund) konkurs jan 2026 - asset tender,2026,https://bolagsverket.se/,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/dug-foodtech/konkurs-bolagsverket.pdf,lookup_konkurs_via_bolagsverket,sector_recent
P1,downloaded,SE,sirkular-konkurser,enhetsregister,Bolagsverket,DUG Foodtech AB orgnr-oppslag,2024,https://www.allabolag.se/,registry_api,local_md_available,research/evidence-pack/sirkular-konkurser/dug-foodtech/allabolag-orgnr.json,lookup_orgnr_via_allabolag,sector_recent
P1,downloaded,SE,sirkular-konkurser,annual_report,Bolagsverket,Veg of Lund / DUG Foodtech aarsredovisning 2024,2024,https://www.allabolag.se/,registry_api,local_md_available,research/evidence-pack/sirkular-konkurser/dug-foodtech/aarsredovisning-2024.pdf,download_via_allabolag,sector_recent
P2,downloaded,INT,sirkular-konkurser,media,vegconomist,DUG Foodtech Declared Bankrupt - Assets Open for Acquisition,2026,https://vegconomist.com/company-news/dug-foodtech-declared-bankrupt-assets-now-open-acquisition/,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/dug-foodtech/media-vegconomist-2026.pdf,snapshot_full_article,sector_recent
P1,url_only,DK,sirkular-konkurser,enhetsregister,Erhvervsstyrelsen (CVR),Infarm Denmark ApS CVR-registrering status,2023,https://datacvr.virk.dk/,registry_api,not_downloaded,research/evidence-pack/sirkular-konkurser/infarm-dk/cvr-oppslag.json,lookup_cvr_datacvr,forskningsrunde-2026-04-20
P1,url_only,DK,sirkular-konkurser,annual_report,Erhvervsstyrelsen (CVR),Infarm Denmark ApS siste aarsrapport pre-exit,2022,https://regnskaber.cvrapi.dk/64751704/amNsb3VkczovLzAzLzgzLzhiL2RiLzg3L2ExYjMtNGE1MC1hNzhmLTI5MWUxZThjMjQ5Mg.pdf,direct_pdf,not_downloaded,research/evidence-pack/sirkular-konkurser/infarm-dk/aarsrapport-2022.pdf,download_regnskab_via_cvrapi,forskningsrunde-2026-04-20
P2,downloaded,INT,sirkular-konkurser,media,AgFunderNews,Infarm closes Copenhagen operations - strategy shift,2023,https://agfundernews.com/brief-infarm-closes-copenhagen-operations-amid-ongoing-strategy-shift-vertical-farming-consolidation,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/infarm-dk/media-agfundernews.pdf,snapshot_full_article,forskningsrunde-2026-04-20
P2,downloaded,EU,sirkular-konkurser,media,Sifted,Infarm quits Europe as vertical farming withers,2023,https://sifted.eu/articles/infarm-quits-europe-news,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/infarm-dk/media-sifted.pdf,snapshot_full_article,forskningsrunde-2026-04-20
P2,downloaded,EU,sirkular-konkurser,media,Sifted,Infarm raised 500m and disappeared (deep analysis),2024,https://sifted.eu/articles/infarm-raised-500m-and-disappeared,paywalled,local_md_available,research/evidence-pack/sirkular-konkurser/infarm-dk/analysis-sifted-500m.pdf,paywall_attempt_or_snapshot,analytical_context
P1,downloaded,SE,sirkular-konkurser,enhetsregister,Bolagsverket,Ljusgaarda AB orgnr-oppslag og driftomlegging,2024,https://www.allabolag.se/,registry_api,local_md_available,research/evidence-pack/sirkular-konkurser/ljusgarda/allabolag-orgnr.json,lookup_orgnr_via_allabolag,forskningsrunde-2026-04-20
P1,downloaded,SE,sirkular-konkurser,annual_report,Bolagsverket,Ljusgaarda AB aarsredovisning 2023,2023,https://www.allabolag.se/,registry_api,local_md_available,research/evidence-pack/sirkular-konkurser/ljusgarda/aarsredovisning-2023.pdf,download_via_allabolag,forskningsrunde-2026-04-20
P2,downloaded,NORDIC,sirkular-konkurser,media,Impact Loop,Is vertical farming dead - Ljusgaarda stumbles scaling,2024,https://www.impactloop.com/artikel/is-vertical-farming-dead-another-startup-stumbles-as-scaling-proves-really-tough,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/ljusgarda/media-impactloop.pdf,snapshot_full_article,forskningsrunde-2026-04-20
P2,url_only,INT,sirkular-konkurser,analysis,CEA inSight,Ljusgaarda Life Cycle Assessment next steps,2024,https://ceainsight.com/ljusgarda-life-cycle-assessment/,landing_html,not_downloaded,research/evidence-pack/sirkular-konkurser/ljusgarda/analysis-ceainsight.pdf,snapshot_article,analytical_context
P1,url_only,DK,sirkular-konkurser,konkursbehandling,Skifteretten Kolding,Billund Aquaculture A/S konkursbehandling juli 2024,2024,https://www.domstol.dk/koldingskifteret/,landing_html,not_downloaded,research/evidence-pack/sirkular-konkurser/billund-aquaculture/konkurs-skifteretten.pdf,fetch_court_order,forskningsrunde-2026-04-20
P1,url_only,DK,sirkular-konkurser,enhetsregister,Erhvervsstyrelsen (CVR),Billund Aquaculture A/S CVR,2024,https://datacvr.virk.dk/,registry_api,not_downloaded,research/evidence-pack/sirkular-konkurser/billund-aquaculture/cvr-oppslag.json,lookup_cvr_datacvr,forskningsrunde-2026-04-20
P1,url_only,DK,sirkular-konkurser,annual_report,Erhvervsstyrelsen (CVR),Billund Aquaculture A/S aarsrapport 2023,2023,https://regnskaber.cvrapi.dk/17795001/amNsb3VkczovLzAzLzk0L2ExLzk5LzdmLzA1ZWEtNGQ1Zi05NDNmLWQ3NTg4YzA0NjZlZQ.pdf,direct_pdf,not_downloaded,research/evidence-pack/sirkular-konkurser/billund-aquaculture/aarsrapport-2023.pdf,download_regnskab_via_cvrapi,forskningsrunde-2026-04-20
P2,downloaded,INT,sirkular-konkurser,media,RASTECH Magazine,Billund Aquaculture to declare bankruptcy amid financial challenges,2024,https://www.rastechmagazine.com/billund-aquaculture-declares-bankruptcy-amid-financial-challenges/,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/billund-aquaculture/media-rastech.pdf,snapshot_full_article,forskningsrunde-2026-04-20
P2,url_only,INT,sirkular-konkurser,media,SeafoodSource,RAS specialist Billund Aquaculture plans to declare bankruptcy,2024,https://www.seafoodsource.com/news/business-finance/ras-specialist-billund-aquaculture-plans-to-declare-bankruptcy,landing_html,not_downloaded,research/evidence-pack/sirkular-konkurser/billund-aquaculture/media-seafoodsource.pdf,snapshot_full_article,forskningsrunde-2026-04-20
P2,downloaded,EU,sirkular-konkurser,media,Eurofound,Billund Aquaculture Bankruptcy Factsheet 201509,2024,https://apps.eurofound.europa.eu/restructuring-events/detail/201509,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/billund-aquaculture/eurofound-factsheet.pdf,fetch_factsheet,forskningsrunde-2026-04-20
P3,downloaded,SE,sirkular-konkurser,analysis,Agritecture,Plantagon Fall - Lessons for AgTech Innovators (historic),2019,https://www.agritecture.com/blog/2019/2/22/swedish-vertical-farming-company-plantagon-international-declares-bankruptcy,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/plantagon/analysis-agritecture.pdf,snapshot_article,historic_benchmark
P3,downloaded,INT,sirkular-konkurser,media,HortiDaily,Swedish vertical farming Plantagon International bankrupt,2019,https://www.hortidaily.com/article/9075157/swedish-vertical-farming-company-plantagon-international-bankrupt/,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.pdf,snapshot_article,historic_benchmark
P3,downloaded,FR,sirkular-konkurser,analysis,ONEI,Ynsect - how world leader ended in receivership,2025,https://www.onei-insectes.org/en/ynsect-difficultes-economiques,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/_benchmarks/ynsect-onei.pdf,snapshot_analysis,eu_sector_benchmark
P3,url_only,INT,sirkular-konkurser,media,PetfoodIndustry,French insect protein producer Ynsect enters judicial liquidation,2025,https://www.petfoodindustry.com/insect-based-cat-and-dog-food/news/15773350/french-insect-protein-producer-nsect-enters-judicial-liquidation,landing_html,not_downloaded,research/evidence-pack/sirkular-konkurser/_benchmarks/ynsect-petfoodindustry.pdf,snapshot_article,eu_sector_benchmark
P3,downloaded,DK,sirkular-konkurser,benchmark,Too Good To Go ApS,TGTG ApS Annual Report 2024 (Danish entity),2024,https://regnskaber.cvrapi.dk/40316573/amNsb3VkczovLzAzL2QzLzI3LzQxL2Y1L2Q1MjktNDAyOC04ODJmLTg1YTEzOGUxM2NmMA.pdf,direct_pdf,local_pdf_available,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-aarsrapport-2024.pdf,download_regnskab_via_cvrapi,benchmark_success
P3,downloaded,DK,sirkular-konkurser,benchmark,Too Good To Go ApS,TGTG ApS Annual Report 2024 (Danish entity),2024,https://regnskaber.cvrapi.dk/40316573/amNsb3VkczovLzAzL2QzLzI3LzQxL2Y1L2Q1MjktNDAyOC04ODJmLTg1YTEzOGUxM2NmMA.pdf,direct_pdf,local_pdf_available,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-aarsrapport-2024.pdf,download_regnskab_via_cvrapi,benchmark_success
P3,downloaded,INT,sirkular-konkurser,benchmark,CNBC,How Too Good To Go brings in 162m year selling leftovers,2024,https://www.cnbc.com/video/2024/11/16/how-too-good-to-go-brings-in-162-millionyear-selling-leftovers.html,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-cnbc-2024.pdf,snapshot_full_article,benchmark_success
P3,downloaded,DK,sirkular-konkurser,benchmark,Ministry of Food Agriculture Fisheries,Denmark Plant-Based Foods Action Plan (institutional support),2023,https://assets.fsnforum.fao.org/public/contributions/2024/2023-Danish-Action-Plan-for-Plant-based-Foods.pdf,direct_pdf,local_pdf_available,research/evidence-pack/sirkular-konkurser/_benchmarks/dk-plant-based-action-plan.pdf,download_pdf,policy_benchmark
P3,downloaded,FI,sirkular-konkurser,benchmark,Enifer,Enifer Pekilo mycoprotein - Finnish active analog,2024,https://enifer.com/enifer-secures-e36m-in-funding,landing_html,local_pdf_available,research/evidence-pack/sirkular-konkurser/_benchmarks/enifer-funding-2024.pdf,snapshot_article,benchmark_success
P3,downloaded,SE,sirkular-konkurser,benchmark,SweGreen,SweGreen ICA Maxi in-store vertical farm Angelholm 2024,2024,https://www.swegreen.com/news,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/_benchmarks/swegreen-news.pdf,snapshot_article,benchmark_success
P3,downloaded,INT,sirkular-konkurser,analysis,phys.org,Five reasons vertical farming is still the future despite failures,2025,https://phys.org/news/2025-01-vertical-farming-future-business-failures.html,landing_html,local_pdf_available,research/evidence-pack/sirkular-konkurser/_overview/physorg-analysis.pdf,snapshot_article,analytical_context
P3,downloaded,NORDIC,sirkular-konkurser,analysis,Enento,Nordic Business Outlook - 2024 Bankruptcies Surge Sweden Finland,2024,https://enento.com/nordic-business-outlook-2024-bankruptcies-surge-in-sweden-and-finland-norways-construction-sector-struggles/,landing_html,local_pdf_available,research/evidence-pack/sirkular-konkurser/_overview/enento-nordic-2024.pdf,snapshot_article,macro_context
P3,downloaded,EU,sirkular-konkurser,analysis,Impact Loop,Impact startups that went bankrupt in 2025 lessons,2025,https://www.impactloop.com/artikel/impact-startups-that-failed-in-2025-and-what-they-can-teach-us,landing_html,local_md_available,research/evidence-pack/sirkular-konkurser/_overview/impactloop-failures-2025.pdf,snapshot_article,analytical_context
P3,missing_metadata_only,EU,sirkular-konkurser,analysis,GFI Europe,Nordic alternative protein research ecosystem report,2024,https://gfieurope.org/science/the-nordic-alternative-protein-research-ecosystem/,landing_html,not_downloaded,research/evidence-pack/sirkular-konkurser/_overview/gfi-nordic-ecosystem.pdf,snapshot_report,analytical_context
