priority,status,country,theme,doc_type,institution,title,year,url,url_type,current_local_status,target_path,next_action,source_basis
P2,downloaded,SE,sirkular-konkurser,media,Arctic Startup,"Mycorena acquired by Naplasol/VEOS Group (Belgium) — patents, IP, production know-how",2024,https://arcticstartup.com/mycorena-acquired-by-naplasol/,landing_html,duplicate_local_md_available,research/evidence-pack/sirkular-konkurser/mycorena/media-arcticstartup-2024.md,deduplicate_against_existing,exa-search-findings-2026-04-21.md
P1,downloaded,SE,sirkular-konkurser,media,Vegconomist,"DUG Foodtech declared bankrupt — potato-based dairy alt, 78% share price fall, Nasdaq delisted",2025,https://vegconomist.com/company-news/dug-foodtech-declared-bankrupt-assets-now-open-acquisition/,landing_html,duplicate_local_md_available,research/evidence-pack/sirkular-konkurser/dug-foodtech/media-vegconomist-2026.md,deduplicate_against_existing,exa-search-findings-2026-04-21.md
P1,downloaded,SE,sirkular-konkurser,media,Green Queen,"Hooked Foods shutdown Jan 2026 — plant-based seafood, Portuguese co-manufacturer bankrupt",2026,https://www.greenqueen.com.hk/hooked-foods-plant-based-meat-vegan-seafood-shuts/,landing_html,not_downloaded,research/evidence-pack/sirkular-konkurser/hooked/media-greenqueen-shutdown-2026.pdf,snapshot_html_article,exa-search-findings-2026-04-21.md
P3,downloaded,SE,sirkular-konkurser,profile,CB Insights,Mycorena company profile — financials and competitors,2024,https://www.cbinsights.com/company/mycorena,landing_html,not_downloaded,research/evidence-pack/sirkular-konkurser/mycorena/cbinsights-profile.pdf,snapshot_html_article,exa-search-findings-2026-04-21.md
P1,downloaded,NO,horeca,media,HORECA Nytt,"Servicegrossistene–Thon Hotels deal — NOK 700M framework, 14 regional wholesalers",2024,https://www.horecanytt.no/mat-og-drikke-olav-thon-gruppen-produkter/thon-hotels-med-avtale-med-servicegrossistene-for-distribusjon-av-mat-og-drikke/953161,landing_html,not_downloaded,research/evidence-pack/bransje/horecanytt-servicegrossistene-thon-2024.pdf,snapshot_html_article,exa-search-findings-2026-04-21.md
P1,downloaded,NO,horeca,media,Hotellmagasinet,"HORECA Innkjøpspartner (HIP) — non-profit procurement coalition, NOK 1.5bn volume",2024,https://www.hotellmagasinet.no/bransjenytt/starter-ny-innkjopskjede/106355,landing_html,not_downloaded,research/evidence-pack/bransje/hotellmagasinet-hip-innkjopskjede-2024.pdf,snapshot_html_article,exa-search-findings-2026-04-21.md
P2,url_only,NO,alt-distribusjon,academic,NHH,"Prof. Leif Hem: Sell brands directly — bypassing chains, marked.no",2016,https://www.nhh.no/en/nhh-bulletin/article-archive/older-articles/2016/april/sell-brands-directly/,landing_html,not_downloaded,research/evidence-pack/akademia/nhh-hem-sell-brands-directly-2016.pdf,snapshot_html_article,exa-search-findings-2026-04-21.md
P2,url_only,NO,alt-distribusjon,thesis,NMBU,"Master thesis: Local food entrepreneurs — REKO rings, farm shops, market-driving practices",2023,https://nmbu.brage.unit.no/nmbu-xmlui/handle/11250/3095518?show=full,landing_html,not_downloaded,research/evidence-pack/akademia/nmbu-thesis-local-food-entrepreneurs-2023.pdf,download_open_access,exa-search-findings-2026-04-21.md
P3,downloaded,NO,horeca,corporate,Nordic Beverage Solutions,"HoReCa model — TINE transport, Schenker, direct-to-HoReCa, ASKO integration",2024,https://www.nordicbeveragesolutions.no/feature/horeca,landing_html,not_downloaded,research/evidence-pack/bransje/nbs-horeca-model.pdf,snapshot_html_article,exa-search-findings-2026-04-21.md
P3,downloaded,NORDIC,horeca,report,Baltic Sea Food / BSR,Short supply chain B2B model for 10 BSR countries,2020,https://www.balticseaculinary.com/docs/Business_model_BSF%20updated.pdf,direct_pdf,not_downloaded,research/evidence-pack/nordisk/baltic-sea-food-b2b-model.pdf,download_pdf,exa-search-findings-2026-04-21.md
P3,url_only,NO,alt-distribusjon,guide,US Commercial Service,Norway distribution and sales channels overview (USCS country guide),2024,https://www.trade.gov/country-commercial-guides/norway-distribution-and-sales-channels,landing_html,not_downloaded,research/evidence-pack/internasjonal/uscs-norway-distribution-channels.pdf,snapshot_html_article,exa-search-findings-2026-04-21.md
P1,downloaded,NO,market-power,report,Konkurransetilsynet,NCA Margin Study Part 1 (English),2025,https://konkurransetilsynet.no/wp-content/uploads/2025/01/Margin-study-with-appendix-_-part-1.pdf,direct_pdf,not_downloaded,research/evidence-pack/tilsyn/nca-margin-study-part1-eng.pdf,download_pdf,exa-search-findings-2026-04-21.md
P1,downloaded,NO,market-power,report,Konkurransetilsynet,NCA Margin Study Part 2 (English),2025,https://konkurransetilsynet.no/wp-content/uploads/2025/01/Margin-study-part-2.pdf,direct_pdf,not_downloaded,research/evidence-pack/tilsyn/nca-margin-study-part2-eng.pdf,download_pdf,exa-search-findings-2026-04-21.md
P2,downloaded,NO,market-power,report,Konkurransetilsynet,Algorithms and Competition report (English),2021,https://konkurransetilsynet.no/wp-content/uploads/2021/03/Report-Algorithms-english-version-2021.pdf,direct_pdf,not_downloaded,research/evidence-pack/tilsyn/nca-algorithms-competition-2021-eng.pdf,download_pdf,exa-search-findings-2026-04-21.md
P1,downloaded,NO,market-power,report,Konkurransetilsynet,Dagligvarerapport 2024-25 (full rapport),2025,https://konkurransetilsynet.no/wp-content/uploads/2025/04/Konkurransetilsynets-Dagligvarerapport-2024-25-1.pdf,direct_pdf,not_downloaded,research/evidence-pack/tilsyn/nca-dagligvarerapport-2024-25-full.pdf,download_pdf,exa-search-findings-2026-04-21.md
P1,exa_fetched,NO,sirkular-aktorer,investor_profile,Summa Equity,"Holdbart investor page — EUR 72M revenue, 397 employees, 13,746t food saved 2024",2024,https://summaequity.com/investments/holdbart/,landing_html,exa_full_content_in_log,research/evidence-pack/selskap/holdbart-summa-equity-profile.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P2,exa_fetched,NO,sirkular-aktorer,corporate,Holdbart,"Holdbart butikkoversikt — alle fysiske butikker, adresser",2026,https://www.holdbart.no/butikken,landing_html,exa_full_content_in_log,research/evidence-pack/selskap/holdbart-butikkoversikt.pdf,snapshot_html_page,exa-circular-actors-2026-04-21.md
P3,downloaded,NO,sirkular-aktorer,media,Matkasse.com,"Holdbart.no review — konseptbeskrivelse, rabatter inntil 90%",2024,https://www.matkasse.com/no/holdbart/,landing_html,not_downloaded,research/evidence-pack/media/matkasse-holdbart-review.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P1,exa_fetched,NO,sirkular-aktorer,site_visit_report,Hort2theFuture / Vlaco,"The Magic Factory visit report — 70,000t food waste, 1.2M people, biogas + biofertiliser + greenhouse tomatoes",2025,https://hort2thefuture.eu/tackling-biowaste-challenges-in-norway-visit-to-the-magic-factory/,landing_html,exa_full_content_in_log,research/evidence-pack/forskningsinstitutt/hort2thefuture-magic-factory-2025.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P2,exa_fetched,NO,sirkular-aktorer,profile,Kunnskapsbyen,"The Magic Factory profile — Greve Biogass + Vesar, 110,000t digestate/yr, biomethane for buses",2026,https://kunnskapsbyen.no/en/green-visits-referanser/the-magic-factory,landing_html,exa_full_content_in_log,research/evidence-pack/forskningsinstitutt/kunnskapsbyen-magic-factory-profile.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P3,downloaded,NO,sirkular-aktorer,media,Green Business Norway,CBWM partners visit Norway — organic waste recycling facilities,2021,https://greenbusiness.no/en/cbwm-partners-visit-norway-to-learn-about-organic-waste-recycling-facilities-and-incentives-in-waste/,landing_html,not_downloaded,research/evidence-pack/media/greenbusiness-cbwm-norway-visit-2021.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P3,downloaded,NO,sirkular-aktorer,corporate,NLI,"Den Magiske Fabrikken — Greve Biogas Plant, VESAR part A&B (E&I installation)",2016,https://www.nli.no/den-magiske-fabrikken-greve-biogas-plant-vesar-part-ab/,landing_html,not_downloaded,research/evidence-pack/selskap/nli-magic-factory-installation-2016.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P1,exa_fetched,DK,sirkular-konkurser,media,AgFunderNews,"ENORM declared bankrupt — €50M raised, 11,000t capacity, bankruptcy Oct 30 2025",2025,https://agfundernews.com/breaking-danish-insect-ag-firm-enorm-declared-bankrupt-after-failed-reconstruction-process,landing_html,exa_full_content_in_log,research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-agfundernews-2025.pdf,deduplicate_against_existing,exa-circular-actors-2026-04-21.md
P1,exa_fetched,DK,sirkular-konkurser,analysis,Hermetia.blog,"ENORM rise and bankruptcy analysis — price parity trap, fishmeal at $1600-1800/t vs insect $2500-3000/t",2025,https://hermetia.blog/blog/enorm-the-rise-and-bankruptcy-of-a-bsf-biofactory/,landing_html,exa_full_content_in_log,research/evidence-pack/sirkular-konkurser/enorm-biofactory/analysis-hermetia-blog-2025.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P2,downloaded,DK,sirkular-konkurser,registry,Erhvervplus.dk,"ENORM BioFactory A/S — Danish business registry aggregation, press timeline",2025,https://erhvervplus.dk/erhvervsbasen/enorm-biofactory-a-s-859843,landing_html,not_downloaded,research/evidence-pack/sirkular-konkurser/enorm-biofactory/erhvervplus-profile.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P2,paywalled,DK,sirkular-konkurser,media,HSFO.dk,Haabet om redning levede til det sidste — 8 dage senere gik insektfabrik konkurs,2025,https://hsfo.dk/erhverv/haabet-om-redning-levede-til-det-sidste-otte-dage-senere-gik-insektfabrik-konkurs,landing_html,not_downloaded,research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-hsfo-2025.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P2,downloaded,DK,sirkular-konkurser,media,Erhvervplus / DLG,DLG gjor millionregningen op efter Enorm-konkurs: Slut med umodne projekter — DKK 70M loss,2026,https://erhvervplus.dk/erhvervsbasen/dansk-landbrugs-grovvareselskab-a-m-b-a-108415,landing_html,not_downloaded,research/evidence-pack/sirkular-konkurser/enorm-biofactory/dlg-loss-2026.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P1,exa_fetched,NO,sirkular-konkurser,media,Vertical Farm Daily,"Grønt fra Nord enters court-supervised restructuring — biological losses, USD 1M funding failure",2026,https://www.verticalfarmdaily.com/article/9814731/gront-fra-nord-enters-court-supervised-restructuring-following-biological-losses-and-regulatory-financing-setback/,landing_html,exa_full_content_in_log,research/evidence-pack/sirkular-konkurser/gront-fra-nord/media-verticalfarmdaily-restructuring-2026.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P1,exa_fetched,NO,sirkular-konkurser,media,Vertical Farm Daily,"Grønt fra Nord court approval — phased ramp to 3,300 heads/day by June 2026",2026,https://www.verticalfarmdaily.com/article/9817883/this-is-a-meaningful-de-risking-milestone/,landing_html,exa_full_content_in_log,research/evidence-pack/sirkular-konkurser/gront-fra-nord/media-verticalfarmdaily-court-approval-2026.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P2,downloaded,NO,sirkular-konkurser,media,Groentennieuws.nl,Interim-CFO Mads Pinneroed gaat Noorse vertical farm helpen met herstructurering,2026,https://www.groentennieuws.nl/article/9821655/interim-cfo-gaat-noorse-vertical-farm-helpen-met-herstructurering/,landing_html,not_downloaded,research/evidence-pack/sirkular-konkurser/gront-fra-nord/media-groentennieuws-cfo-2026.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P2,paywalled,NO,sirkular-konkurser,media,Saltenposten,Fra konkurstruet til optimistisk — Grønt fra Nord lokal dekning,2026,https://www.saltenposten.no/nyheter/fra-konkurstruet-til-optimistisk/506733,landing_html,not_downloaded,research/evidence-pack/sirkular-konkurser/gront-fra-nord/media-saltenposten-2026.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P1,exa_fetched,FI,sirkular-aktorer,press_release,Volare,"Volare secures €26M — Pori plant, Skretting offtake, zero-waste BSF process",2025,https://volare.fi/en/news/volare-secures-26m/,landing_html,exa_full_content_in_log,research/evidence-pack/selskap/volare-funding-announcement-2025.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P2,downloaded,FI,sirkular-aktorer,media,Feed Business MEA,Volare raises US$30M to build world's most efficient protein factory in Finland,2025,https://www.feedbusinessmea.com/2025/06/04/volare-raises-close-to-us30m-to-build-worlds-most-efficient-protein-factory-in-finland/,landing_html,not_downloaded,research/evidence-pack/media/feedbusinessmea-volare-2025.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P2,downloaded,FI,sirkular-aktorer,media,New Food Magazine,Volare secures €26M funding for insect protein production plant,2025,https://newfoodmagazine.com/news/251627/volare-secures-e26-million-funding-for-insect-protein-production-plant,landing_html,not_downloaded,research/evidence-pack/media/newfoodmagazine-volare-2025.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P3,paywalled,FI,sirkular-aktorer,media,FinSMEs,Volare Raises €26M in Funding — investor list and use of funds,2025,https://www.finsmes.com/2025/05/volare-raises-e26m-in-funding.html,landing_html,not_downloaded,research/evidence-pack/media/finsmes-volare-2025.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
P3,downloaded,FI,sirkular-aktorer,media,IBC Finland,Volare secures €26M — IBC Finland announcement,2025,https://www.ibcfinland.fi/what-s-new/news-and-events/249-volare-secures-26m-to-build-new-protein-factory-and-advance-its-insect-protein-technology,landing_html,not_downloaded,research/evidence-pack/media/ibcfinland-volare-2025.pdf,snapshot_html_article,exa-circular-actors-2026-04-21.md
