node_id,name,node_type,domain,subdomain,country,description,key_people,scale_metric_year,org_nr,locator_url,sourceClass,verificationStatus,confidence,accessedAt,notes
atlungstad-brenneri,Atlungstad Brenneri,organisasjon,horeca-offentlig,reiseliv-gardsmat,NO,"HANEN-oppfort aktor i horeca-offentlig/reiseliv-gardsmat med kategorier: Gårdsbrenneri og destillerier, Drikke, Bademuligheter, Antall sitteplasser servering 30+, Annet museum, Sykkelutleie, Små møter, 1-10 personer, Private arrangementer, 50-120 personer i matsal. En Historisk Skatt Ved Mjøsas Bredder Velkommen til Atlungstad Brenneri – et levende museum og kulturminne hvor du kan oppleve Norges brennevinskultur på nært hold. Vi tilbyr omvisninger, smakinger og arrangementer, og vår restaurant holder åpent hele året. Bli med på en reise gjennom 170 år med tradisjon og håndverk, i naturskjønne omgivelser ved Mjøsa.",,2026,897312662,https://www.hanen.no/bedrift/atlungstad-brenneri-as/,public_member_list,machine_verified,hoy,2026-07-01,HANEN kart-API validert offentlig medlems-/kartoppforing 2026-07-01; HANEN id 2497; Brreg org.nr 897312662 matchet paa navn; ingen Company-rad funnet i lokal DB ved pre-dedup.
aukrust-gard-og-urteri,Aukrust gard og urteri,organisasjon,horeca-offentlig,reiseliv-gardsmat,NO,"HANEN-oppfort aktor i horeca-offentlig/reiseliv-gardsmat med kategorier: Grønnsaker, frukt og bær, Urter, honning og snacks, Gård, Gård i drift med dyr - Andre dyr, Gårdsbutikk, Små møter, 1-10 personer, Konferansesal, 50-80 personer. Aukrust Gard og Urteri ligg solvendt under Lomseggen - med dei høgste fjell i Nord-Europa rundt omkring. Hos oss vil du finne næring for kropp og sjel, - vi har vakker urtehage og ein omattande urteproduksjon. I gardsbutikken finn du landets største utval av økologisk te og krydder, spekpølser frå eigne dyr og grønt i sesongen. I urtehagehuset har vi utstill",,2026,969193590,https://www.hanen.no/bedrift/aukrust-gard-og-urteri/,public_member_list,machine_verified,hoy,2026-07-01,HANEN kart-API validert offentlig medlems-/kartoppforing 2026-07-01; HANEN id 223; Brreg org.nr 969193590 matchet paa navn; ingen Company-rad funnet i lokal DB ved pre-dedup.
austratt-agroturisme,Austrått Agroturisme,organisasjon,horeca-offentlig,reiseliv-gardsmat,NO,"HANEN-oppfort aktor i horeca-offentlig/reiseliv-gardsmat med kategorier: Gårdsbesøk, Grønnsaker, frukt og bær, Gård, Båtutleie, Fotturer - På egenhånd, Gård i drift med dyr - Andre dyr, Annet museum, Gjestegård. Austrått agroturisme tilbyr overnatting og opplevelser.Vi leier ut kårboligen til turister og det er muligheter for aktiviteter som leie av sykler, kajakk seilbåt eller fiskebåt. Gården ligger midt i opplevelsene med gammel og nyere historie som Austrått borgen og Austrått fort. Golfbane, småbåthavn, strand og turstier er like ved. Gjestene høster sesongens ",,2026,869133752,https://www.hanen.no/bedrift/austraatt-agroturisme/,public_member_list,machine_verified,hoy,2026-07-01,HANEN kart-API validert offentlig medlems-/kartoppforing 2026-07-01; HANEN id 703; Brreg org.nr 869133752 matchet paa navn; ingen Company-rad funnet i lokal DB ved pre-dedup.
avdemsbue-og-avdem-gardsysteri,Avdemsbue og Avdem Gardsysteri,organisasjon,horeca-offentlig,reiseliv-gardsmat,NO,"HANEN-oppfort aktor i horeca-offentlig/reiseliv-gardsmat med kategorier: Osteprodusenter, Ost, Melk og smør, Grønnsaker, frukt og bær, Egg, Drikke, Urter, honning og snacks, Antall sitteplasser servering 1-10, Gårdsbutikk. Produksjonen vår er allsidig og handtverksmessig – inspirert av lokal kultur og tradisjon, der all mjølka kjem frå kyrne på garden. Vi ystar av upasteurisert mjølk, dvs. rå mjølk som ikkje er varmebehandla før vi startar ysteprosessen. Med dette tek vi vare på dei gode kvalitetane som er i mjølka, som er viktig for utvikling av smak og aroma i sluttproduktet",,2026,984083157,https://www.hanen.no/bedrift/avdem-gardsysteri-as/,public_member_list,machine_verified,hoy,2026-07-01,HANEN kart-API validert offentlig medlems-/kartoppforing 2026-07-01; HANEN id 837; Brreg org.nr 984083157 matchet paa navn; ingen Company-rad funnet i lokal DB ved pre-dedup.
bakke-gard,Bakke Gård,organisasjon,horeca-offentlig,reiseliv-gardsmat,NO,"HANEN-oppfort aktor i horeca-offentlig/reiseliv-gardsmat med kategorier: Kjøttprodusenter, Ost, Melk og smør, Brød og bakervarer, Gårdsbutikk, Julemarkeder, Mat- og drikkefestivaler, Lokale markeder og dyrskuer, Bondens marked. Vi er et lite gårdsbakeri som ligger på Bakke gård, på grensen mellom Modum og Sigdal kommune. Vi tilbyr kortreist kvalitetsmat.",,2026,912316467,https://www.hanen.no/bedrift/bakke-gaard/,public_member_list,machine_verified,hoy,2026-07-01,HANEN kart-API validert offentlig medlems-/kartoppforing 2026-07-01; HANEN id 516; Brreg org.nr 912316467 matchet paa navn; ingen Company-rad funnet i lokal DB ved pre-dedup.
bakken-vre-gardsmat,Bakken Øvre Gårdsmat,organisasjon,horeca-offentlig,reiseliv-gardsmat,NO,"HANEN-oppfort aktor i horeca-offentlig/reiseliv-gardsmat med kategorier: Osteprodusenter, Kjøttprodusenter, Ost, Melk og smør, Gård i drift med dyr - Andre dyr, Gårdsbutikk, Kjøtt og spekemat, Spekemat. Vi har en gård i nærheten av Rokosjøen i Løten med 60 kuer 400 storfe og 200 høner. Alle våre produkter selges fra egen gårdsbutikk og på Bondens Marked, kom å besøk oss her!",,2026,914386748,https://www.hanen.no/bedrift/bakken-ovre-gaardsmat/,public_member_list,machine_verified,hoy,2026-07-01,HANEN kart-API validert offentlig medlems-/kartoppforing 2026-07-01; HANEN id 83; Brreg org.nr 914386748 matchet paa navn; ingen Company-rad funnet i lokal DB ved pre-dedup.
ciderhuset-balholm,Ciderhuset - Balholm,organisasjon,horeca-offentlig,reiseliv-gardsmat,NO,"HANEN-oppfort aktor i horeca-offentlig/reiseliv-gardsmat med kategorier: Siderprodusenter, Gårdsbrenneri og destillerier, Grønnsaker, frukt og bær, Drikke, Antall sitteplasser servering 30+, Bed & Breakfast, Gårdsbutikk, Teknisk utstyr (standard konferanseutstyr). Ciderhuset / Balholm ligg midt i fruktregionen Sogn - i Balestrand som har teke mot kunstnarar og gjester i over 150 år, godt kjend for Kviknes Hotel, rapparen Kjartan Lauritzen og EPLE! Og for oss er det altså eple og cider som gjeld. Sogn har faktisk den første dokumenterte eplehagen i Noreg. Gard og Tuba driv Ciderhuset med seniorane Eli-Grete og Åge som ",,2026,990555060,https://www.hanen.no/bedrift/balholm-as/,public_member_list,machine_verified,hoy,2026-07-01,HANEN kart-API validert offentlig medlems-/kartoppforing 2026-07-01; HANEN id 927; Brreg org.nr 990555060 matchet paa navn; ingen Company-rad funnet i lokal DB ved pre-dedup.
bamsrudlaven,Bamsrudlåven,organisasjon,horeca-offentlig,reiseliv-gardsmat,NO,"HANEN-oppfort aktor i horeca-offentlig/reiseliv-gardsmat med kategorier: Egg, Gård i drift med dyr - Andre dyr, Gårdsbutikk, Små møter, 1-10 personer, Teknisk utstyr (standard konferanseutstyr), Mellomstore møter, 25-30 personer, Trådløst nett (alle rom), Flere seminar rom, 2-4 ekstra grupperom. På Bamsrudlåven lager vi vår egen Gårdsis, som er en italiensk-inspirert melkeis laget av melk fra naboenes kuer og egg fra gårdens frittgående høner! Vi ligger ved Mysen, en time fra Oslo. På gården har vi selvbetjent gårdsbutikk. Her selges egg, iskrem og krokan produsert på gården. Det er anledning til å kjøpe kaffe og nyte stille stund på gårdstunet. Vel",,2026,914482267,https://www.hanen.no/bedrift/bamsrudlaaven/,public_member_list,machine_verified,hoy,2026-07-01,HANEN kart-API validert offentlig medlems-/kartoppforing 2026-07-01; HANEN id 333; Brreg org.nr 914482267 matchet paa navn; ingen Company-rad funnet i lokal DB ved pre-dedup.
beiarmat,Beiarmat,organisasjon,horeca-offentlig,reiseliv-gardsmat,NO,"HANEN-oppfort aktor i horeca-offentlig/reiseliv-gardsmat med kategorier: Osteprodusenter, Kjøttprodusenter, Ost, Melk og smør, Gårdsbutikk, Seter / støl, Kjøtt og spekemat. Bak Beiarmat AS står André på geitbruket «Hammern gård» mellom stupbratte fjell i Beiardalen, og Jørgen på «Storhaug gård» ved foten av mektige Tellingen. Vi lager ost- og kjøttprodukter av geit og kje fra egen produksjon, i fantastiske lokaler i det nye kommunale næringsbygget for lokalmat på Trones i Beiarn. Vårt utsalg ""Spiskammerset"" har åpent alle dager",,2026,919728000,https://www.hanen.no/bedrift/beiarmat-as/,public_member_list,machine_verified,hoy,2026-07-01,HANEN kart-API validert offentlig medlems-/kartoppforing 2026-07-01; HANEN id 2737; Brreg org.nr 919728000 matchet paa navn; ingen Company-rad funnet i lokal DB ved pre-dedup.
beite-gardsbutikken-pa-hvam-vgs,Beite - Gardsbutikken på Hvam vgs,organisasjon,horeca-offentlig,reiseliv-gardsmat,NO,"HANEN-oppfort aktor i horeca-offentlig/reiseliv-gardsmat med kategorier: Grønnsaker, frukt og bær, Brød og bakervarer, Egg, Drikke, Urter, honning og snacks, Antall sitteplasser servering 11-30, Gårdsbutikk, Kafé. Velkommen til Beite, Gårdsbutikken på Hvam vgs. Butikken ligger i naturskjønne omgivelser på Hvam videregående skole i Nes, Akershus. Med kort avstand til Gamle Hvam gårdsmuseum og flott turområder.",,2026,,https://www.hanen.no/bedrift/beite-gardsbutikken-paa-hvam-vgs/,public_member_list,machine_verified,middels,2026-07-01,HANEN kart-API validert offentlig medlems-/kartoppforing 2026-07-01; HANEN id 38; org.nr ikke eksponert i HANEN-feed og ikke trygt Brreg-matchet; ingen Company-rad funnet i lokal DB ved pre-dedup; flagges for etterkontroll av juridisk enhet/org.nr.
