node_id,name,node_type,domain,subdomain,country,description,key_people,scale_metric_year,org_nr,locator_url,sourceClass,verificationStatus,confidence,accessedAt,notes
norsk-gardsost,NORSK GARDSOST,nettverk,fou-institusjon,nettverk-kompetanse,NO,Brreg-registrert aktor i fou-institusjon med 94.992 (Aktiviteter i andre medlemsorganisasjoner ellers). Organisjon for bevaring og vidareutvikling av norske tradisjoner for lokal håndverksmessig foredling av mjølkeprodukt.,,2026,979603150,https://data.brreg.no/enhetsregisteret/api/enheter/979603150,registry_snapshot,machine_verified,hoy,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 94.992; fag-/kompetansenettverk for lokal foredling av melk/mat.
stiftelsen-norsk-gastronomi,STIFTELSEN NORSK GASTRONOMI,nettverk,fou-institusjon,nettverk-kompetanse,NO,Brreg-registrert aktor i fou-institusjon med 94.992 (Aktiviteter i andre medlemsorganisasjoner ellers). Fremme utviklingen av unge kokketalenter i Norge ved bla å velge ut deltagere samt finansiere og administrere deltagelse for å vinne Bocus D or i Lyon.,,2026,977368154,https://data.brreg.no/enhetsregisteret/api/enheter/977368154,registry_snapshot,machine_verified,middels,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 94.992; gastronomi-/kompetanseaktor; matsystemrolle maa avgrenses per claim.
det-norske-maltid-as,DET NORSKE MÅLTID AS,nettverk,fou-institusjon,nettverk-kompetanse,NO,"Brreg-registrert aktor i fou-institusjon med 70.200 (Bedriftsrådgivning og annen administrativ rådgivning). Rådgivning og ledelse av prosjekter for vekst og utvikling i skjæringspunktet mellom offentlig, privat og internasjonal sektor - til stor private virksomheter, kommuner, fylkeskommuner og andre offentlige enheter.",,2026,913155432,https://data.brreg.no/enhetsregisteret/api/enheter/913155432,registry_snapshot,machine_verified,middels,2026-07-01,Brreg API validert aktiv enhet 2026-07-01; NACE 70.200; prosjekt-/kompetanseaktor for matutvikling; rolle maa avgrenses per claim.
nce-heidner-biocluster,NCE Heidner Biocluster,nettverk,fou-institusjon,nettverk-kompetanse,NO,"Offisiell klyngeside for NCE Heidner Biocluster, nasjonal klynge for baerekraftig matproduksjon og groen biooekonomi.",,2026,,https://heidner.no/nce-heidner-biocluster/,official_network_page,needs_review,hoy,2026-07-01,"Offisiell nettverksside identifisert 2026-07-01; eksisterende kuratert aktor berikes via slug nce-heidner-biocluster, derfor needs_review foer hard claim-lock."
agrifoodtech-norway,AgriFoodTech Norway,nettverk,fou-institusjon,nettverk-kompetanse,NO,"Offisiell side for AgriFoodTech Norway, et samarbeid mellom klynge-/innovasjons- og landbruksaktorer om agri-food-tech-omraadet.",,2026,,https://www.agrifoodtechnorway.com/,official_network_page,needs_review,middels,2026-07-01,Offisiell nettverksside identifisert 2026-07-01; samarbeidsplattform uten egen entydig juridisk enhet i dette passet.
nce-aquatech-cluster,NCE Aquatech Cluster,nettverk,fou-institusjon,nettverk-kompetanse,NO,"Offisiell side for NCE Aquatech Cluster, klynge for teknologi, baerekraft, kunnskapsutvikling og kunnskapsdeling i akvakultur.",,2026,,https://aquatechcluster.no/english/,official_network_page,needs_review,hoy,2026-07-01,Offisiell nettverksside identifisert 2026-07-01; importeres som nettverksnode uten org.nr. fordi juridisk enhet ikke ble entydig brukt i dette passet.
stiim-aqua-cluster,Stiim Aqua Cluster,nettverk,fou-institusjon,nettverk-kompetanse,NO,"Offisiell side for Stiim Aqua Cluster, norsk innovasjonsklynge som representerer et komplett oekosystem innen akvakultur.",,2026,,https://stiimaquacluster.no/english/,official_network_page,needs_review,hoy,2026-07-01,Offisiell nettverksside identifisert 2026-07-01; importeres som nettverksnode uten org.nr. fordi juridisk enhet ikke ble entydig brukt i dette passet.
foods-of-norway,Foods of Norway,prosjekt,fou-institusjon,nettverk-kompetanse,NO,"Offisiell NMBU-side for Foods of Norway, forskningsgruppe/prosjekt som utvikler nye metoder for bedre foreffektivitet hos husdyr og oppdrettsfisk.",,2026,,https://www.nmbu.no/en/research/groups/foods-norway,official_network_page,needs_review,hoy,2026-07-01,Offisiell prosjektside identifisert 2026-07-01; prosjekt-/fagmiljoenode uten egen juridisk enhet.
kompetansenettverk-lokalmat,Kompetansenettverk for lokalmat,nettverk,fou-institusjon,nettverk-kompetanse,NO,"Innovasjon Norge-side for kurs og kompetanse for landbruk, med fem regionale kompetansenettverk som tilbyr matfaglige kurs og besoeksordning.",,2026,,https://www.innovasjonnorge.no/seksjon/kurs-og-kompetanse-for-landbruk,official_network_page,needs_review,hoy,2026-07-01,Offisiell virkemiddel-/nettverksside identifisert 2026-07-01; program-/nettverksnode uten egen juridisk enhet.
matvalget,Matvalget,nettverk,fou-institusjon,nettverk-kompetanse,NO,"Offisiell side for Matvalget, veiledningstjeneste for offentlige og private virksomheter som vil lage baerekraftige maaltider til andre.",,2026,,https://matvalget.no/om-matvalget/,official_network_page,needs_review,hoy,2026-07-01,Offisiell veilednings-/kompetanseside identifisert 2026-07-01; importeres som kompetansenettverk uten egen org.nr. i dette passet.
