node_id,name,node_type,domain,subdomain,country,description,key_people,scale_metric_year,org_nr,locator_url,sourceClass,verificationStatus,confidence,accessedAt,notes
arda-kyst-as,ARDA KYST AS,organisasjon,primaerproduksjon,villfisk-fiskeri,NO,"Brreg-registrert aktør i villfisk/fiskeri med NACE 03.110. Registertekst beskriver fiskeri- eller fiskerirelatert virksomhet. selskapet kan også engasjere seg i kjøp og salg av aksjer og verdipapirer, samt andre tiltak beslektet med dette..",,2026,928180255,https://data.brreg.no/enhetsregisteret/api/enheter/928180255,registry_snapshot,machine_verified,hoy,2026-07-02,Brreg API validert aktiv enhet 2026-07-02; NACE 03.110; kandidat fra pass-4 fortsettelse etter dedupe mot 80 eksisterende villfisk-aktører. Flagges for fartoy-/kvote-/driftsreview.
are-sjo-as,ARE SJØ AS,organisasjon,primaerproduksjon,villfisk-fiskeri,NO,Brreg-registrert aktør i villfisk/fiskeri med NACE 03.110. Registertekst beskriver fiskeri langs kysten..,,2026,913763564,https://data.brreg.no/enhetsregisteret/api/enheter/913763564,registry_snapshot,machine_verified,hoy,2026-07-02,Brreg API validert aktiv enhet 2026-07-02; NACE 03.110; kandidat fra pass-4 fortsettelse etter dedupe mot 80 eksisterende villfisk-aktører. Flagges for fartoy-/kvote-/driftsreview.
argusfisk-as,ARGUSFISK AS,organisasjon,primaerproduksjon,villfisk-fiskeri,NO,Brreg-registrert aktør i villfisk/fiskeri med NACE 03.110. Registertekst beskriver hav- og kystfiske..,,2026,934959191,https://data.brreg.no/enhetsregisteret/api/enheter/934959191,registry_snapshot,machine_verified,middels,2026-07-02,Brreg API validert aktiv enhet 2026-07-02; NACE 03.110; kandidat fra pass-4 fortsettelse etter dedupe mot 80 eksisterende villfisk-aktører. Flagges fordi registertekst også omtaler investering/service/havbruk/turisme/annen blandet rolle.
aria-remoy-as,ARIA REMØY AS,organisasjon,primaerproduksjon,villfisk-fiskeri,NO,Brreg-registrert aktør i villfisk/fiskeri med NACE 03.110. Registertekst beskriver fiske og fangst samt det som naturlig står i forbindelse med dette..,,2026,827201502,https://data.brreg.no/enhetsregisteret/api/enheter/827201502,registry_snapshot,machine_verified,hoy,2026-07-02,Brreg API validert aktiv enhet 2026-07-02; NACE 03.110; kandidat fra pass-4 fortsettelse etter dedupe mot 80 eksisterende villfisk-aktører. Flagges for fartoy-/kvote-/driftsreview.
arild-skipnes-as,ARILD SKIPNES AS,organisasjon,primaerproduksjon,villfisk-fiskeri,NO,Brreg-registrert aktør i villfisk/fiskeri med NACE 03.110. Registertekst beskriver hav- og kystfiske..,,2026,934959213,https://data.brreg.no/enhetsregisteret/api/enheter/934959213,registry_snapshot,machine_verified,middels,2026-07-02,Brreg API validert aktiv enhet 2026-07-02; NACE 03.110; kandidat fra pass-4 fortsettelse etter dedupe mot 80 eksisterende villfisk-aktører. Flagges fordi registertekst også omtaler investering/service/havbruk/turisme/annen blandet rolle.
arilds-fiskebatrederi-as,ARILDS FISKEBÅTREDERI AS,organisasjon,primaerproduksjon,villfisk-fiskeri,NO,Brreg-registrert aktør i villfisk/fiskeri med NACE 03.110. Registertekst beskriver fiskebåtrederi og dertil beslektede virksomheter..,,2026,979836333,https://data.brreg.no/enhetsregisteret/api/enheter/979836333,registry_snapshot,machine_verified,hoy,2026-07-02,Brreg API validert aktiv enhet 2026-07-02; NACE 03.110; kandidat fra pass-4 fortsettelse etter dedupe mot 80 eksisterende villfisk-aktører. Flagges for fartoy-/kvote-/driftsreview.
arja-as,ARJA AS,organisasjon,primaerproduksjon,villfisk-fiskeri,NO,Brreg-registrert aktør i villfisk/fiskeri med NACE 03.110. Registertekst beskriver hav- og kystfiske..,,2026,935969093,https://data.brreg.no/enhetsregisteret/api/enheter/935969093,registry_snapshot,machine_verified,middels,2026-07-02,Brreg API validert aktiv enhet 2026-07-02; NACE 03.110; kandidat fra pass-4 fortsettelse etter dedupe mot 80 eksisterende villfisk-aktører. Flagges fordi registertekst også omtaler investering/service/havbruk/turisme/annen blandet rolle.
arktisk-fisk-og-skalldyr-as,ARKTISK FISK OG SKALLDYR AS,organisasjon,primaerproduksjon,villfisk-fiskeri,NO,Brreg-registrert aktør i villfisk/fiskeri med NACE 03.110. Registertekst beskriver fiske og fangst. garnfiske og reketråling..,,2026,912777804,https://data.brreg.no/enhetsregisteret/api/enheter/912777804,registry_snapshot,machine_verified,hoy,2026-07-02,Brreg API validert aktiv enhet 2026-07-02; NACE 03.110; kandidat fra pass-4 fortsettelse etter dedupe mot 80 eksisterende villfisk-aktører. Flagges for fartoy-/kvote-/driftsreview.
arktisk-fiske-as,ARKTISK FISKE AS,organisasjon,primaerproduksjon,villfisk-fiskeri,NO,"Brreg-registrert aktør i villfisk/fiskeri med NACE 03.110. Registertekst beskriver fangst og salg av kyst-, fjord- og havfiske. fiskes etter torsk, hyse, sei, kveite, og krabbe. selges til fiskeoppkjøper, fiskebruk på land..",,2026,930845442,https://data.brreg.no/enhetsregisteret/api/enheter/930845442,registry_snapshot,machine_verified,hoy,2026-07-02,Brreg API validert aktiv enhet 2026-07-02; NACE 03.110; kandidat fra pass-4 fortsettelse etter dedupe mot 80 eksisterende villfisk-aktører. Flagges for fartoy-/kvote-/driftsreview.
arnestad-kyst-as,ARNESTAD KYST AS,organisasjon,primaerproduksjon,villfisk-fiskeri,NO,Brreg-registrert aktør i villfisk/fiskeri med NACE 03.110. Registertekst beskriver hav- og kystfiske..,,2026,933361195,https://data.brreg.no/enhetsregisteret/api/enheter/933361195,registry_snapshot,machine_verified,hoy,2026-07-02,Brreg API validert aktiv enhet 2026-07-02; NACE 03.110; kandidat fra pass-4 fortsettelse etter dedupe mot 80 eksisterende villfisk-aktører. Flagges for fartoy-/kvote-/driftsreview.
