node_id,name,node_type,domain,subdomain,country,description,key_people,scale_metric_year,org_nr,locator_url,sourceClass,verificationStatus,confidence,accessedAt,notes
brundalen-borettslag-parsellhager,BRUNDALEN BORETTSLAG PARSELLHAGER,organisasjon,primaerproduksjon,urban-dyrking,NO,Brreg-navnesoket aktor i primaerproduksjon/urban-dyrking. Dyrking av grønnsaker i parsellhager.,,2026,920661386,https://data.brreg.no/enhetsregisteret/api/enheter/920661386,public_name_search,machine_verified,middels,2026-07-01,"Brreg navnesok validert aktiv enhet 2026-07-01; kandidat maa rolleavklares. Importer deduper mot lokal Company/Actor ved org.nr. eller slug. Navnesok/offentlig organisasjonsliste, ikke ren aktivitetskode; kontroller faktisk urban dyrkingsrolle"
ellingsrud-parsellhage,ELLINGSRUD PARSELLHAGE,organisasjon,primaerproduksjon,urban-dyrking,NO,"Brreg-navnesoket aktor i primaerproduksjon/urban-dyrking. En åpen og tilgjengelig parsellhage for dyrkning av grønnsaker, blomster og urter i egne pallekarmer.",,2026,930012645,https://data.brreg.no/enhetsregisteret/api/enheter/930012645,public_name_search,machine_verified,middels,2026-07-01,"Brreg navnesok validert aktiv enhet 2026-07-01; kandidat maa rolleavklares. Importer deduper mot lokal Company/Actor ved org.nr. eller slug. Navnesok/offentlig organisasjonsliste, ikke ren aktivitetskode; kontroller faktisk urban dyrkingsrolle"
engebraten-parsellhagelag,ENGEBRÅTEN PARSELLHAGELAG,organisasjon,primaerproduksjon,urban-dyrking,NO,"Brreg-navnesoket aktor i primaerproduksjon/urban-dyrking. Leie ut, vedlikeholde og fordele parseller til sine medlemmer. Skal arbeide for et godt miljø og etterstrebe dyrking etter økologiske prinsipper.",,2026,824368732,https://data.brreg.no/enhetsregisteret/api/enheter/824368732,public_name_search,machine_verified,middels,2026-07-01,"Brreg navnesok validert aktiv enhet 2026-07-01; kandidat maa rolleavklares. Importer deduper mot lokal Company/Actor ved org.nr. eller slug. Navnesok/offentlig organisasjonsliste, ikke ren aktivitetskode; kontroller faktisk urban dyrkingsrolle"
eterjordet-parsellhagelag,ETERJORDET PARSELLHAGELAG,organisasjon,primaerproduksjon,urban-dyrking,NO,Brreg-navnesoket aktor i primaerproduksjon/urban-dyrking. Eterjordet parsellhagelag tilrettelegger for parsellhagedyrking.,,2026,915046010,https://data.brreg.no/enhetsregisteret/api/enheter/915046010,public_name_search,machine_verified,middels,2026-07-01,"Brreg navnesok validert aktiv enhet 2026-07-01; kandidat maa rolleavklares. Importer deduper mot lokal Company/Actor ved org.nr. eller slug. Navnesok/offentlig organisasjonsliste, ikke ren aktivitetskode; kontroller faktisk urban dyrkingsrolle"
etterstad-parsellhagelag,ETTERSTAD PARSELLHAGELAG,organisasjon,primaerproduksjon,urban-dyrking,NO,"Brreg-navnesoket aktor i primaerproduksjon/urban-dyrking. Leie av jord av Oslo kommune. Brukt av medlemmene i laget til å dyrke grønnsaker, frukt og bær.",,2026,991707131,https://data.brreg.no/enhetsregisteret/api/enheter/991707131,public_name_search,machine_verified,middels,2026-07-01,"Brreg navnesok validert aktiv enhet 2026-07-01; kandidat maa rolleavklares. Importer deduper mot lokal Company/Actor ved org.nr. eller slug. Navnesok/offentlig organisasjonsliste, ikke ren aktivitetskode; kontroller faktisk urban dyrkingsrolle"
fennefoss-parsellhageforening,FENNEFOSS PARSELLHAGEFORENING,organisasjon,primaerproduksjon,urban-dyrking,NO,Brreg-navnesoket aktor i primaerproduksjon/urban-dyrking. Drifte parsellhage på kommunal tomt.,,2026,837338522,https://data.brreg.no/enhetsregisteret/api/enheter/837338522,public_name_search,machine_verified,middels,2026-07-01,"Brreg navnesok validert aktiv enhet 2026-07-01; kandidat maa rolleavklares. Importer deduper mot lokal Company/Actor ved org.nr. eller slug. Navnesok/offentlig organisasjonsliste, ikke ren aktivitetskode; kontroller faktisk urban dyrkingsrolle"
fornebu-parsellhageforening,FORNEBU PARSELLHAGEFORENING,organisasjon,primaerproduksjon,urban-dyrking,NO,Brreg-navnesoket aktor i primaerproduksjon/urban-dyrking. Skal drive OBOS Fornebu AS (OFAS) sitt parsellhageprosjekt Dyrk Fornebu. Innebærer opprettelse og drift av parsellhager på Fornebu i Bærum kommune.,,2026,921246234,https://data.brreg.no/enhetsregisteret/api/enheter/921246234,public_name_search,machine_verified,middels,2026-07-01,"Brreg navnesok validert aktiv enhet 2026-07-01; kandidat maa rolleavklares. Importer deduper mot lokal Company/Actor ved org.nr. eller slug. Navnesok/offentlig organisasjonsliste, ikke ren aktivitetskode; kontroller faktisk urban dyrkingsrolle"
geitmyra-parsellhagelag,GEITMYRA PARSELLHAGELAG,organisasjon,primaerproduksjon,urban-dyrking,NO,Brreg-navnesoket aktor i primaerproduksjon/urban-dyrking. Geitmyra parsellhagelag organiserer parsellhagevirksomheten i Geitmyra skolehage. Formålet er å gi beboerne i distriktet mulighet til å dyrke egne vekster. Parsellutleie er et miljøskapende tiltak der brukerne kommer sammen og dyrker felles interesser og utvikler bånd på tvers av kulturelle forskjeller. Geitmyra parsellhagelag arbeider også for vern av Geitmyra som skole- og parsellhage.,,2026,997199197,https://data.brreg.no/enhetsregisteret/api/enheter/997199197,public_name_search,machine_verified,middels,2026-07-01,"Brreg navnesok validert aktiv enhet 2026-07-01; kandidat maa rolleavklares. Importer deduper mot lokal Company/Actor ved org.nr. eller slug. Navnesok/offentlig organisasjonsliste, ikke ren aktivitetskode; kontroller faktisk urban dyrkingsrolle"
gjerdrum-parsellhagelag,GJERDRUM PARSELLHAGELAG,organisasjon,primaerproduksjon,urban-dyrking,NO,Brreg-navnesoket aktor i primaerproduksjon/urban-dyrking. Drifte et parsellhagelag hvor medlemmene kan dyrke ulike vekster på hver sin parsell.,,2026,935856825,https://data.brreg.no/enhetsregisteret/api/enheter/935856825,public_name_search,machine_verified,middels,2026-07-01,"Brreg navnesok validert aktiv enhet 2026-07-01; kandidat maa rolleavklares. Importer deduper mot lokal Company/Actor ved org.nr. eller slug. Navnesok/offentlig organisasjonsliste, ikke ren aktivitetskode; kontroller faktisk urban dyrkingsrolle"
holmlia-parsellhageforening,HOLMLIA PARSELLHAGEFORENING,organisasjon,primaerproduksjon,urban-dyrking,NO,Brreg-navnesoket aktor i primaerproduksjon/urban-dyrking. Parsellvirksomhet. Dyrking av grønnskaker.,,2026,919939354,https://data.brreg.no/enhetsregisteret/api/enheter/919939354,public_name_search,machine_verified,middels,2026-07-01,"Brreg navnesok validert aktiv enhet 2026-07-01; kandidat maa rolleavklares. Importer deduper mot lokal Company/Actor ved org.nr. eller slug. Navnesok/offentlig organisasjonsliste, ikke ren aktivitetskode; kontroller faktisk urban dyrkingsrolle"
